schedule_id,start_time,end_time,duration_seconds,course_id,teacher_id
736,2020-08-21 20:00:00,2020-08-21 21:00:00,60,8,18
208,2020-12-09 16:00:00,2020-12-09 16:30:00,30,22,29
144,2020-09-16 12:15:00,2020-09-16 12:45:00,30,18,14
215,2020-07-29 19:00:00,2020-07-29 19:45:00,45,35,36
436,2020-08-27 18:00:00,2020-08-27 18:45:00,45,45,54
393,2020-10-22 10:00:00,2020-10-22 10:45:00,45,21,40
211,2020-12-30 16:00:00,2020-12-30 16:30:00,30,22,29
284,2020-11-25 17:00:00,2020-11-25 17:45:00,45,32,54
255,2020-11-04 18:00:00,2020-11-04 18:45:00,45,50,15
273,2020-09-09 17:00:00,2020-09-09 17:45:00,45,32,54
655,2021-01-01 13:15:00,2021-01-01 13:45:00,30,34,45
236,2020-12-23 19:00:00,2020-12-23 19:45:00,45,35,36
430,2021-01-14 12:00:00,2021-01-14 12:30:00,30,16,15
96,2020-10-13 20:30:00,2020-10-13 21:15:00,45,16,15
217,2020-08-12 19:00:00,2020-08-12 19:45:00,45,35,36
248,2020-09-16 18:00:00,2020-09-16 18:45:00,45,50,15
377,2020-12-24 09:00:00,2020-12-24 09:30:00,30,36,49
239,2021-01-13 19:00:00,2021-01-13 19:45:00,45,35,36
234,2020-12-09 19:00:00,2020-12-09 19:45:00,45,35,36
151,2020-11-04 12:15:00,2020-11-04 12:45:00,30,18,14
198,2020-09-30 16:00:00,2020-09-30 16:30:00,30,22,29
223,2020-09-23 19:00:00,2020-09-23 19:45:00,45,35,36
388,2020-09-17 10:00:00,2020-09-17 10:45:00,45,21,40
249,2020-09-23 18:00:00,2020-09-23 18:45:00,45,19,52
204,2020-11-11 16:00:00,2020-11-11 16:30:00,30,22,29
140,2020-08-19 12:15:00,2020-08-19 12:45:00,30,18,14
355,2021-01-14 08:15:00,2021-01-14 08:45:00,30,6,30
149,2020-10-21 12:15:00,2020-10-21 12:45:00,30,18,14
296,2020-09-16 20:00:00,2020-09-16 20:45:00,45,20,37
209,2020-12-16 16:00:00,2020-12-16 16:30:00,30,22,29
295,2020-09-09 20:00:00,2020-09-09 20:45:00,45,20,37
389,2020-09-24 10:00:00,2020-09-24 10:45:00,45,21,40
395,2020-11-05 10:00:00,2020-11-05 10:45:00,45,21,40
351,2020-12-17 08:15:00,2020-12-17 08:45:00,30,6,30
260,2020-12-09 18:00:00,2020-12-09 18:45:00,45,19,52
409,2020-08-20 12:00:00,2020-08-20 12:30:00,30,26,52
281,2020-11-04 17:00:00,2020-11-04 17:45:00,45,32,54
256,2020-11-11 18:00:00,2020-11-11 18:45:00,45,19,52
728,2020-12-18 19:00:00,2020-12-18 19:45:00,45,38,43
417,2020-10-15 12:00:00,2020-10-15 12:30:00,30,26,52
195,2020-09-09 16:00:00,2020-09-09 16:30:00,30,22,29
364,2020-09-24 09:00:00,2020-09-24 09:30:00,30,36,49
729,2020-12-25 19:00:00,2020-12-25 19:45:00,45,38,43
483,2020-08-06 20:00:00,2020-08-06 20:45:00,45,2,5
270,2020-08-19 17:00:00,2020-08-19 17:45:00,45,32,54
352,2020-12-24 08:15:00,2020-12-24 08:45:00,30,6,30
725,2020-11-27 19:00:00,2020-11-27 19:45:00,45,38,43
641,2020-09-25 13:15:00,2020-09-25 13:45:00,30,34,45
381,2020-07-30 10:00:00,2020-07-30 10:45:00,45,21,40
558,2020-08-07 10:00:00,2020-08-07 10:45:00,45,27,35
325,2020-08-13 07:15:00,2020-08-13 08:00:00,45,5,17
202,2020-10-28 16:00:00,2020-10-28 16:30:00,30,22,29
434,2020-08-13 18:00:00,2020-08-13 18:45:00,45,45,54
767,2020-10-03 11:15:00,2020-10-03 12:00:00,45,31,13
201,2020-10-21 16:00:00,2020-10-21 16:30:00,30,22,29
243,2020-08-12 18:00:00,2020-08-12 18:45:00,45,19,52
210,2020-12-23 16:00:00,2020-12-23 16:30:00,30,22,29
258,2020-11-25 18:00:00,2020-11-25 18:45:00,45,19,52
396,2020-11-12 10:00:00,2020-11-12 10:45:00,45,21,40
699,2020-11-20 18:00:00,2020-11-20 18:45:00,45,28,45
252,2020-10-14 18:00:00,2020-10-14 18:45:00,45,19,52
376,2020-12-17 09:00:00,2020-12-17 09:30:00,30,36,49
306,2020-11-25 20:00:00,2020-11-25 20:45:00,45,20,37
287,2020-12-16 17:00:00,2020-12-16 17:45:00,45,32,54
726,2020-12-04 19:00:00,2020-12-04 19:45:00,45,38,43
240,2021-01-20 19:00:00,2021-01-20 19:45:00,45,98,54
711,2020-08-21 19:00:00,2020-08-21 19:45:00,45,38,43
165,2020-08-12 13:00:00,2020-08-12 13:45:00,45,14,36
229,2020-11-04 19:00:00,2020-11-04 19:45:00,45,35,36
710,2020-08-14 19:00:00,2020-08-14 19:45:00,45,38,43
397,2020-11-19 10:00:00,2020-11-19 10:45:00,45,73,24
269,2020-08-12 17:00:00,2020-08-12 17:45:00,45,32,54
301,2020-10-21 20:00:00,2020-10-21 20:45:00,45,20,37
206,2020-11-25 16:00:00,2020-11-25 16:30:00,30,22,29
253,2020-10-21 18:00:00,2020-10-21 18:45:00,45,19,52
286,2020-12-09 17:00:00,2020-12-09 17:45:00,45,32,54
410,2020-08-27 12:00:00,2020-08-27 12:30:00,30,26,52
261,2020-12-16 18:00:00,2020-12-16 18:45:00,45,50,15
293,2020-08-26 20:00:00,2020-08-26 20:45:00,45,20,37
205,2020-11-18 16:00:00,2020-11-18 16:30:00,30,22,29
390,2020-10-01 10:00:00,2020-10-01 10:45:00,45,21,40
212,2021-01-06 16:00:00,2021-01-06 16:30:00,30,22,29
363,2020-09-17 09:00:00,2020-09-17 09:30:00,30,36,49
262,2020-12-23 18:00:00,2020-12-23 18:45:00,45,19,52
848,2020-11-14 15:00:00,2020-11-14 15:45:00,45,8,18
421,2020-11-12 12:00:00,2020-11-12 12:30:00,30,26,52
511,2020-08-27 21:00:00,2020-08-27 21:30:00,30,33,43
288,2020-12-23 17:00:00,2020-12-23 17:45:00,45,32,54
515,2020-09-24 21:00:00,2020-09-24 21:30:00,30,33,43
326,2020-08-20 07:15:00,2020-08-20 08:00:00,45,5,17
280,2020-10-28 17:00:00,2020-10-28 17:45:00,45,32,54
781,2021-01-09 11:15:00,2021-01-09 12:00:00,45,31,13
334,2020-08-20 08:15:00,2020-08-20 08:45:00,30,6,30
813,2020-09-05 14:00:00,2020-09-05 14:45:00,45,40,39
244,2020-08-19 18:00:00,2020-08-19 18:45:00,45,19,52
420,2020-11-05 12:00:00,2020-11-05 12:30:00,30,16,52
809,2020-08-08 14:00:00,2020-08-08 14:45:00,45,40,39
247,2020-09-09 18:00:00,2020-09-09 18:45:00,45,50,15
510,2020-08-20 21:00:00,2020-08-20 21:30:00,30,33,43
278,2020-10-14 17:00:00,2020-10-14 17:45:00,45,32,54
369,2020-10-29 09:00:00,2020-10-29 09:30:00,30,36,49
880,2021-01-02 16:00:00,2021-01-02 16:45:00,45,3,6
661,2020-08-21 17:00:00,2020-08-21 17:45:00,45,37,7
667,2020-10-02 17:00:00,2020-10-02 17:45:00,45,37,7
383,2020-08-13 10:00:00,2020-08-13 10:45:00,45,21,40
559,2020-08-14 10:00:00,2020-08-14 10:45:00,45,27,35
651,2020-12-04 13:15:00,2020-12-04 13:45:00,30,34,45
335,2020-08-27 08:15:00,2020-08-27 08:45:00,30,6,30
304,2020-11-11 20:00:00,2020-11-11 20:45:00,45,20,37
650,2020-11-27 13:15:00,2020-11-27 13:45:00,30,34,45
806,2021-01-09 12:15:00,2021-01-09 13:00:00,45,39,44
250,2020-09-30 18:00:00,2020-09-30 18:45:00,45,19,52
285,2020-12-02 17:00:00,2020-12-02 17:45:00,45,32,54
298,2020-09-30 20:00:00,2020-09-30 20:45:00,45,20,37
327,2020-08-27 07:15:00,2020-08-27 08:00:00,45,5,17
656,2021-01-08 13:15:00,2021-01-08 13:45:00,30,34,45
380,2021-01-14 09:00:00,2021-01-14 09:30:00,30,36,49
706,2021-01-08 18:00:00,2021-01-08 18:45:00,45,28,45
354,2021-01-07 08:15:00,2021-01-07 08:45:00,30,6,30
302,2020-10-28 20:00:00,2020-10-28 20:45:00,45,20,37
877,2020-12-12 16:00:00,2020-12-12 16:45:00,45,3,6
264,2021-01-06 18:00:00,2021-01-06 18:45:00,45,19,52
717,2020-10-02 19:00:00,2020-10-02 19:45:00,45,38,43
235,2020-12-16 19:00:00,2020-12-16 19:45:00,45,35,36
232,2020-11-25 19:00:00,2020-11-25 19:45:00,45,35,36
771,2020-10-31 11:15:00,2020-10-31 12:00:00,45,31,13
666,2020-09-25 17:00:00,2020-09-25 17:45:00,45,37,7
375,2020-12-10 09:00:00,2020-12-10 09:30:00,30,36,49
854,2020-12-26 15:00:00,2020-12-26 15:45:00,45,8,18
378,2020-12-31 09:00:00,2020-12-31 09:30:00,30,36,49
237,2020-12-30 19:00:00,2020-12-30 19:45:00,45,35,36
257,2020-11-18 18:00:00,2020-11-18 18:45:00,45,19,52
299,2020-10-07 20:00:00,2020-10-07 20:45:00,45,20,37
512,2020-09-03 21:00:00,2020-09-03 21:30:00,30,33,43
265,2021-01-13 18:00:00,2021-01-13 18:45:00,45,50,15
338,2020-09-17 08:15:00,2020-09-17 08:45:00,30,6,30
347,2020-11-19 08:15:00,2020-11-19 08:45:00,30,6,30
1067,2020-09-28 12:15:00,2020-09-28 12:45:00,30,42,27
226,2020-10-14 19:00:00,2020-10-14 19:45:00,45,35,36
413,2020-09-17 12:00:00,2020-09-17 12:30:00,30,16,15
345,2020-11-05 08:15:00,2020-11-05 08:45:00,30,6,30
964,2020-09-14 08:15:00,2020-09-14 08:45:00,30,25,42
687,2020-08-28 18:00:00,2020-08-28 18:45:00,45,28,45
715,2020-09-18 19:00:00,2020-09-18 19:45:00,45,38,43
816,2020-09-26 14:00:00,2020-09-26 14:45:00,45,40,39
341,2020-10-08 08:30:00,2020-10-08 09:00:00,30,6,30
609,2020-08-07 12:15:00,2020-08-07 13:00:00,45,7,17
332,2020-08-06 08:15:00,2020-08-06 08:45:00,30,6,30
372,2020-11-19 09:00:00,2020-11-19 09:30:00,30,36,49
799,2020-11-21 12:15:00,2020-11-21 13:00:00,45,39,44
365,2020-10-01 09:00:00,2020-10-01 09:30:00,30,36,49
908,2020-08-02 11:15:00,2020-08-02 12:00:00,45,4,8
282,2020-11-11 17:00:00,2020-11-11 17:45:00,45,32,54
461,2020-08-27 19:00:00,2020-08-27 19:45:00,45,30,41
874,2020-11-21 16:00:00,2020-11-21 16:45:00,45,3,6
346,2020-11-12 08:15:00,2020-11-12 08:45:00,30,6,30
408,2020-08-13 12:00:00,2020-08-13 12:30:00,30,26,52
731,2021-01-08 19:00:00,2021-01-08 19:45:00,45,38,43
882,2021-01-16 16:00:00,2021-01-16 16:45:00,45,3,6
698,2020-11-13 18:00:00,2020-11-13 18:45:00,45,28,45
686,2020-08-21 18:00:00,2020-08-21 18:45:00,45,28,45
411,2020-09-03 12:00:00,2020-09-03 12:30:00,30,16,15
807,2021-01-16 12:15:00,2021-01-16 13:00:00,45,39,44
779,2020-12-26 11:15:00,2020-12-26 12:00:00,45,31,13
343,2020-10-22 08:15:00,2020-10-22 08:45:00,30,6,30
652,2020-12-11 13:15:00,2020-12-11 13:45:00,30,34,45
668,2020-10-09 17:00:00,2020-10-09 17:45:00,45,37,7
984,2020-08-10 09:00:00,2020-08-10 09:45:00,45,29,49
808,2020-08-01 14:00:00,2020-08-01 14:45:00,45,40,39
324,2020-08-06 07:15:00,2020-08-06 08:00:00,45,5,17
428,2020-12-31 12:00:00,2020-12-31 12:30:00,30,26,52
360,2020-08-27 09:00:00,2020-08-27 09:30:00,30,36,49
535,2020-08-21 08:30:00,2020-08-21 09:30:00,60,12,6
701,2020-12-04 18:00:00,2020-12-04 18:45:00,45,28,45
1504,2020-11-25 13:00:00,2020-11-25 13:30:00,30,14,36
539,2020-09-18 08:30:00,2020-09-18 09:30:00,60,12,6
716,2020-09-25 19:00:00,2020-09-25 19:45:00,45,38,43
774,2020-11-21 11:15:00,2020-11-21 12:00:00,45,31,13
1069,2020-10-12 12:15:00,2020-10-12 12:45:00,30,42,27
723,2020-11-13 19:00:00,2020-11-13 19:45:00,45,38,43
374,2020-12-03 09:00:00,2020-12-03 09:30:00,30,36,49
832,2021-01-16 14:00:00,2021-01-16 14:45:00,45,40,39
829,2020-12-26 14:00:00,2020-12-26 14:45:00,45,40,39
387,2020-09-10 10:00:00,2020-09-10 10:45:00,45,21,40
382,2020-08-06 10:00:00,2020-08-06 10:45:00,45,21,40
251,2020-10-07 18:00:00,2020-10-07 18:45:00,45,19,52
259,2020-12-02 18:00:00,2020-12-02 18:45:00,45,19,52
339,2020-09-24 08:15:00,2020-09-24 08:45:00,30,6,30
653,2020-12-18 13:15:00,2020-12-18 13:45:00,30,34,45
277,2020-10-07 17:00:00,2020-10-07 17:45:00,45,32,54
367,2020-10-15 09:00:00,2020-10-15 09:30:00,30,36,49
418,2020-10-22 12:00:00,2020-10-22 12:30:00,30,26,52
1125,2020-11-23 17:00:00,2020-11-23 17:45:00,45,8,18
291,2020-08-12 20:00:00,2020-08-12 20:45:00,45,20,37
392,2020-10-15 10:00:00,2020-10-15 10:45:00,45,21,40
1512,2021-01-20 13:00:00,2021-01-20 13:30:00,30,99,9
837,2020-08-29 15:00:00,2020-08-29 15:45:00,45,8,18
818,2020-10-10 14:00:00,2020-10-10 14:45:00,45,40,39
353,2020-12-31 08:15:00,2020-12-31 08:45:00,30,6,30
721,2020-10-30 19:00:00,2020-10-30 19:45:00,45,38,43
432,2020-07-30 18:00:00,2020-07-30 18:45:00,45,45,54
435,2020-08-20 18:00:00,2020-08-20 18:45:00,45,45,54
934,2020-08-10 07:15:00,2020-08-10 08:00:00,45,5,17
460,2020-08-20 19:00:00,2020-08-20 19:45:00,45,30,41
1151,2020-11-30 18:00:00,2020-11-30 18:45:00,45,43,13
292,2020-08-19 20:00:00,2020-08-19 20:45:00,45,20,37
647,2020-11-06 13:15:00,2020-11-06 13:45:00,30,34,45
1129,2020-12-21 17:00:00,2020-12-21 17:45:00,45,8,18
507,2020-07-30 21:00:00,2020-07-30 21:30:00,30,33,43
801,2020-12-05 12:15:00,2020-12-05 13:00:00,45,39,44
414,2020-09-24 12:00:00,2020-09-24 12:30:00,30,26,52
833,2020-08-01 15:00:00,2020-08-01 15:45:00,45,8,18
1305,2020-08-11 12:30:00,2020-08-11 13:15:00,45,44,40
883,2020-08-01 17:45:00,2020-08-01 18:30:00,45,46,42
700,2020-11-27 18:00:00,2020-11-27 18:45:00,45,28,45
825,2020-11-28 14:00:00,2020-11-28 14:45:00,45,40,39
1126,2020-11-30 17:00:00,2020-11-30 17:45:00,45,8,18
780,2021-01-02 11:15:00,2021-01-02 12:00:00,45,31,13
762,2020-08-29 11:15:00,2020-08-29 12:00:00,45,31,13
1404,2020-09-22 17:30:00,2020-09-22 18:15:00,45,7,17
1009,2020-08-10 10:00:00,2020-08-10 10:45:00,45,41,21
648,2020-11-13 13:15:00,2020-11-13 13:45:00,30,34,45
822,2020-11-07 14:00:00,2020-11-07 14:45:00,45,40,39
764,2020-09-12 11:15:00,2020-09-12 12:00:00,45,31,13
1517,2020-08-27 10:00:00,2020-08-27 10:45:00,45,21,40
637,2020-08-28 13:15:00,2020-08-28 13:45:00,30,34,45
759,2020-08-08 11:15:00,2020-08-08 12:00:00,45,31,13
839,2020-09-12 15:00:00,2020-09-12 15:45:00,45,8,18
422,2020-11-19 12:00:00,2020-11-19 12:30:00,30,26,52
1310,2020-09-15 12:30:00,2020-09-15 13:15:00,45,44,40
370,2020-11-05 09:00:00,2020-11-05 09:30:00,30,36,49
735,2020-08-14 20:00:00,2020-08-14 21:00:00,60,8,18
719,2020-10-16 19:00:00,2020-10-16 19:45:00,45,38,43
566,2020-10-02 10:00:00,2020-10-02 10:45:00,45,27,35
1113,2020-08-31 17:00:00,2020-08-31 17:45:00,45,8,18
1066,2020-09-21 12:15:00,2020-09-21 12:45:00,30,42,27
517,2020-10-08 21:00:00,2020-10-08 21:30:00,30,33,43
986,2020-08-24 09:00:00,2020-08-24 09:45:00,45,29,49
560,2020-08-21 10:00:00,2020-08-21 10:45:00,45,27,35
359,2020-08-20 09:00:00,2020-08-20 09:30:00,30,36,49
275,2020-09-23 17:00:00,2020-09-23 17:45:00,45,32,54
366,2020-10-08 09:15:00,2020-10-08 09:45:00,30,36,49
692,2020-10-02 18:00:00,2020-10-02 18:45:00,45,28,45
348,2020-11-26 08:15:00,2020-11-26 08:45:00,30,6,30
419,2020-10-29 12:00:00,2020-10-29 12:30:00,30,26,52
300,2020-10-14 20:00:00,2020-10-14 20:45:00,45,20,37
536,2020-08-28 08:30:00,2020-08-28 09:30:00,60,12,6
416,2020-10-08 12:00:00,2020-10-08 12:30:00,30,26,52
1571,2020-11-01 10:45:00,2020-11-01 11:30:00,45,4,8
869,2020-10-17 16:00:00,2020-10-17 16:45:00,45,3,6
841,2020-09-26 15:00:00,2020-09-26 15:45:00,45,8,18
990,2020-09-21 09:00:00,2020-09-21 09:45:00,45,29,49
635,2020-08-14 13:15:00,2020-08-14 13:45:00,30,34,45
770,2020-10-24 11:15:00,2020-10-24 12:00:00,45,31,13
486,2020-08-27 20:00:00,2020-08-27 20:45:00,45,2,5
1162,2020-08-24 19:00:00,2020-08-24 19:30:00,30,23,8
849,2020-11-21 15:00:00,2020-11-21 15:45:00,45,8,18
1165,2020-09-14 19:00:00,2020-09-14 19:30:00,30,23,8
386,2020-09-03 10:00:00,2020-09-03 10:45:00,45,21,40
1155,2020-12-28 18:00:00,2020-12-28 18:45:00,45,43,13
642,2020-10-02 13:15:00,2020-10-02 13:45:00,30,34,45
864,2020-09-12 16:00:00,2020-09-12 16:45:00,45,3,6
485,2020-08-20 20:00:00,2020-08-20 20:45:00,45,2,5
851,2020-12-05 15:00:00,2020-12-05 15:45:00,45,8,18
960,2020-08-17 08:15:00,2020-08-17 08:45:00,30,25,42
1085,2020-08-10 13:00:00,2020-08-10 13:30:00,30,27,35
1153,2020-12-14 18:00:00,2020-12-14 18:45:00,45,43,13
853,2020-12-19 15:00:00,2020-12-19 15:45:00,45,8,18
1292,2020-10-27 11:00:00,2020-10-27 11:45:00,45,24,5
704,2020-12-25 18:00:00,2020-12-25 18:45:00,45,28,45
804,2020-12-26 12:15:00,2020-12-26 13:00:00,45,41,21
1127,2020-12-07 17:00:00,2020-12-07 17:45:00,45,8,18
1543,2021-01-16 17:00:00,2021-01-16 17:45:00,45,46,42
1186,2020-08-17 20:00:00,2020-08-17 20:45:00,45,39,44
534,2020-08-14 08:30:00,2020-08-14 09:30:00,60,12,6
690,2020-09-18 18:00:00,2020-09-18 18:45:00,45,28,45
868,2020-10-10 16:00:00,2020-10-10 16:45:00,45,3,6
845,2020-10-24 15:00:00,2020-10-24 15:45:00,45,8,18
1861,2020-10-13 19:30:00,2020-10-13 20:15:00,45,41,21
1117,2020-09-28 17:00:00,2020-09-28 17:45:00,45,8,18
859,2020-08-08 16:00:00,2020-08-08 16:45:00,45,3,6
713,2020-09-04 19:00:00,2020-09-04 19:45:00,45,38,43
786,2020-08-22 12:15:00,2020-08-22 13:00:00,45,39,44
727,2020-12-11 19:00:00,2020-12-11 19:45:00,45,38,43
724,2020-11-20 19:00:00,2020-11-20 19:45:00,45,38,43
1379,2020-09-10 12:45:00,2020-09-10 13:15:00,30,37,7
1490,2020-08-19 13:00:00,2020-08-19 13:30:00,30,14,36
640,2020-09-18 13:15:00,2020-09-18 13:45:00,30,34,45
1150,2020-11-23 18:00:00,2020-11-23 18:45:00,45,72,47
513,2020-09-10 21:00:00,2020-09-10 21:30:00,30,33,43
643,2020-10-09 13:15:00,2020-10-09 13:45:00,30,34,45
720,2020-10-23 19:00:00,2020-10-23 19:45:00,45,38,43
371,2020-11-12 09:00:00,2020-11-12 09:30:00,30,36,49
636,2020-08-21 13:15:00,2020-08-21 13:45:00,30,34,45
712,2020-08-28 19:00:00,2020-08-28 19:45:00,45,38,43
1302,2021-01-05 11:00:00,2021-01-05 11:45:00,45,24,5
391,2020-10-08 10:00:00,2020-10-08 10:45:00,45,21,40
565,2020-09-25 10:00:00,2020-09-25 10:45:00,45,27,35
537,2020-09-04 08:30:00,2020-09-04 09:30:00,60,12,6
1764,2020-10-20 07:30:00,2020-10-20 08:15:00,45,11,29
1070,2020-10-19 12:15:00,2020-10-19 12:45:00,30,42,27
843,2020-10-10 15:00:00,2020-10-10 15:45:00,45,8,18
1123,2020-11-09 17:00:00,2020-11-09 17:45:00,45,13,29
795,2020-10-24 12:15:00,2020-10-24 13:00:00,45,39,44
965,2020-09-21 08:15:00,2020-09-21 08:45:00,30,25,42
487,2020-09-03 20:00:00,2020-09-03 20:45:00,45,2,5
840,2020-09-19 15:00:00,2020-09-19 15:45:00,45,8,18
1284,2020-09-01 11:00:00,2020-09-01 11:45:00,45,24,5
1064,2020-09-07 12:15:00,2020-09-07 12:45:00,30,42,27
1222,2020-09-01 07:15:00,2020-09-01 08:00:00,45,11,29
834,2020-08-08 15:00:00,2020-08-08 15:45:00,45,8,18
1161,2020-08-17 19:00:00,2020-08-17 19:30:00,30,23,8
703,2020-12-18 18:00:00,2020-12-18 18:45:00,45,28,45
909,2020-08-09 11:15:00,2020-08-09 12:00:00,45,4,8
1173,2020-11-09 19:00:00,2020-11-09 19:30:00,30,23,8
1906,2020-09-16 09:00:00,2020-09-16 09:45:00,45,9,30
1303,2021-01-12 11:00:00,2021-01-12 11:45:00,45,81,59
1147,2020-11-02 18:00:00,2020-11-02 18:45:00,45,43,13
1422,2020-08-14 12:15:00,2020-08-14 13:00:00,45,49,17
722,2020-11-06 19:00:00,2020-11-06 19:45:00,45,38,43
1185,2020-08-10 20:00:00,2020-08-10 20:45:00,45,39,44
1240,2020-09-29 08:30:00,2020-09-29 09:00:00,30,17,41
1567,2020-10-04 16:00:00,2020-10-04 16:45:00,45,4,8
1209,2020-08-11 07:15:00,2020-08-11 08:00:00,45,11,29
